text,label,sentiment,word_count,avg_word_length,original_label,split,text_original,text_clean,token_count,text_length_clean,word_count_clean,avg_word_length_clean
eastramos i want gatorade too,0,negative,5,5.8,0,train,eastramos i want gatorade too,eastramos i want gatorade too,5,29,5,5.0
mileycyrus cutties but im surprised that one of ur besties isnt emily u guys looked very close,0,negative,17,5.529411764705882,0,train,mileycyrus cutties but im surprised that one of ur besties isnt emily u guys looked very close,mileycyrus cutties but im surprised that one of ur besties isnt emily u guys looked very close,17,94,17,4.588235294117647
loveerinn oh gosh people are thats fucked up,0,negative,8,5.5,0,train,loveerinn oh gosh people are thats fucked up,loveerinn oh gosh people are thats fucked up,8,44,8,4.625
blissfulblues hope you are feeling better ive not been checking the mariannamooney thing so i missed all your messages sorry,0,negative,20,6.2,0,train,blissfulblues hope you are feeling better ive not been checking the mariannamooney thing so i missed all your messages sorry,blissfulblues hope you are feeling better ive not been checking the mariannamooney thing so i missed all your messages sorry,20,124,20,5.25
twitting from the work hoy si me traje el touch,1,positive,10,4.7,4,train,twitting from the work hoy si me traje el touch,twitting from the work hoy si me traje el touch,10,47,10,3.8
curtain shopping done managed to buy new bedding too so doing rather well today lunch next,1,positive,16,5.625,4,train,curtain shopping done managed to buy new bedding too so doing rather well today lunch next,curtain shopping done managed to buy new bedding too so doing rather well today lunch next,16,90,16,4.6875
aliciasanera awww man sorry to hear that,0,negative,7,5.714285714285714,0,train,aliciasanera awww man sorry to hear that,aliciasanera awww man sorry to hear that,7,40,7,4.857142857142857
merandapanda thanks for nite had an awesome time see you on the boat,1,positive,13,5.230769230769231,4,train,merandapanda thanks for nite had an awesome time see you on the boat,merandapanda thanks for nite had an awesome time see you on the boat,13,68,13,4.3076923076923075
therealhtothes i dont i totally should tho lol,0,negative,8,5.75,0,train,therealhtothes i dont i totally should tho lol,therealhtothes i dont i totally should tho lol,8,46,8,4.875
brainofdane dude youre a haxr you should put final cut pro on there and tell me how stable it is,1,positive,20,4.8,4,train,brainofdane dude youre a haxr you should put final cut pro on there and tell me how stable it is,brainofdane dude youre a haxr you should put final cut pro on there and tell me how stable it is,20,96,20,3.85
i wanna see proof i might go to the showing on the th at active in longgg beachhh paul rodriguez will be there so dont miss it,1,positive,27,4.666666666666667,4,train,i wanna see proof i might go to the showing on the th at active in longgg beachhh paul rodriguez will be there so dont miss it,i wanna see proof i might go to the showing on the th at active in longgg beachhh paul rodriguez will be there so dont miss it,27,126,27,3.7037037037037037
i cannot make this phone call,0,negative,6,4.833333333333333,0,train,i cannot make this phone call,i cannot make this phone call,6,29,6,4.0
mcflyharry good luck,1,positive,3,6.666666666666667,4,train,mcflyharry good luck,mcflyharry good luck,3,20,3,6.0
no just ruined it,0,negative,4,4.25,0,train,no just ruined it,no just ruined it,4,17,4,3.5
harleyride its raining here supposed to be nice tomorrow though,0,negative,10,6.3,0,train,harleyride its raining here supposed to be nice tomorrow though,harleyride its raining here supposed to be nice tomorrow though,10,63,10,5.4
steveterada i was waiting in line to buy a drink at ca adv amp the lady behind me had a young son tryna break danceamphe said quotlike questquot,1,positive,28,5.142857142857143,4,train,steveterada i was waiting in line to buy a drink at ca adv amp the lady behind me had a young son tryna break danceamphe said quotlike questquot,steveterada i was waiting in line to buy a drink at ca adv amp the lady behind me had a young son tryna break danceamphe said quotlike questquot,28,144,28,4.178571428571429
this is so lame my mom had to take my little bro out my dad just sat there amp i wish i woulda brought someone w me,0,negative,27,4.25925925925926,0,train,this is so lame my mom had to take my little bro out my dad just sat there amp i wish i woulda brought someone w me,this is so lame my mom had to take my little bro out my dad just sat there amp i wish i woulda brought someone w me,27,115,27,3.2962962962962963
putting the icing on the cakes,1,positive,6,5.0,4,train,putting the icing on the cakes,putting the icing on the cakes,6,30,6,4.166666666666667
ok its off to work for me i am going to try to tweet some from work and see how that works out cant get replies there though,0,negative,28,4.428571428571429,0,train,ok its off to work for me i am going to try to tweet some from work and see how that works out cant get replies there though,ok its off to work for me i am going to try to tweet some from work and see how that works out cant get replies there though,28,124,28,3.4642857142857144
drinkho ignore them amelia bedelia youre way more flyyy than them anyway,1,positive,12,6.0,4,train,drinkho ignore them amelia bedelia youre way more flyyy than them anyway,drinkho ignore them amelia bedelia youre way more flyyy than them anyway,12,72,12,5.083333333333333
chrisnick dialup sucks more too bad i have to live with it lol,0,negative,13,4.769230769230769,0,train,chrisnick dialup sucks more too bad i have to live with it lol,chrisnick dialup sucks more too bad i have to live with it lol,13,62,13,3.8461538461538463
ryangivesatweet noooooooooo we left already,0,negative,5,8.6,0,train,ryangivesatweet noooooooooo we left already,ryangivesatweet noooooooooo we left already,5,43,5,7.8
sorting my basses out ready for rehearsal tonight looking forward to it our first rehearsal since rosfest,1,positive,17,6.176470588235294,4,train,sorting my basses out ready for rehearsal tonight looking forward to it our first rehearsal since rosfest,sorting my basses out ready for rehearsal tonight looking forward to it our first rehearsal since rosfest,17,105,17,5.235294117647059
uuuuuuuugh soooo tired and i hate trains so much especially when theres a big fail in seat places though did start on a new song y,0,negative,26,5.0,0,train,uuuuuuuugh soooo tired and i hate trains so much especially when theres a big fail in seat places though did start on a new song y,uuuuuuuugh soooo tired and i hate trains so much especially when theres a big fail in seat places though did start on a new song y,26,130,26,4.038461538461538
junkiecat robo are going on a date tonight its cuuuute,1,positive,10,5.4,4,train,junkiecat robo are going on a date tonight its cuuuute,junkiecat robo are going on a date tonight its cuuuute,10,54,10,4.5
hcurrier right now am i missing it,0,negative,7,4.857142857142857,0,train,hcurrier right now am i missing it,hcurrier right now am i missing it,7,34,7,4.0
cindysmind thanks for following me,1,positive,5,6.8,4,train,cindysmind thanks for following me,cindysmind thanks for following me,5,34,5,6.0
is not that excited for the pila immersion tom,0,negative,9,5.111111111111111,0,train,is not that excited for the pila immersion tom,is not that excited for the pila immersion tom,9,46,9,4.222222222222222
just changed the front driver side end link didnt even know it was broken that explains the spongyness when i was driving,0,negative,22,5.5,0,train,just changed the front driver side end link didnt even know it was broken that explains the spongyness when i was driving,just changed the front driver side end link didnt even know it was broken that explains the spongyness when i was driving,22,121,22,4.545454545454546
ok im seriously gonna try to go to sleep now no matter how hard that may b m has to b a better day,0,negative,24,4.083333333333333,0,train,ok im seriously gonna try to go to sleep now no matter how hard that may b m has to b a better day,ok im seriously gonna try to go to sleep now no matter how hard that may b m has to b a better day,24,98,24,3.125
finally found the relevant bits of paper i think i need a pa,1,positive,13,4.615384615384615,4,train,finally found the relevant bits of paper i think i need a pa,finally found the relevant bits of paper i think i need a pa,13,60,13,3.6923076923076925
starsgodim haha yes i like tea though i only got into it around last december quotteatimequot is also a play on my name first initial is t,1,positive,27,5.111111111111111,4,train,starsgodim haha yes i like tea though i only got into it around last december quotteatimequot is also a play on my name first initial is t,starsgodim haha yes i like tea though i only got into it around last december quotteatimequot is also a play on my name first initial is t,27,138,27,4.148148148148148
saraluvzdrew shut up no seriouslyi said justin who is jj so i didnt really repeat lolso i called himthanks for understanding,1,positive,21,5.904761904761905,4,train,saraluvzdrew shut up no seriouslyi said justin who is jj so i didnt really repeat lolso i called himthanks for understanding,saraluvzdrew shut up no seriouslyi said justin who is jj so i didnt really repeat lolso i called himthanks for understanding,21,124,21,4.9523809523809526
ahh macbook dvisamsung quot glory why havent i done this sooner apple tv is now tempting,1,positive,16,5.5,4,train,ahh macbook dvisamsung quot glory why havent i done this sooner apple tv is now tempting,ahh macbook dvisamsung quot glory why havent i done this sooner apple tv is now tempting,16,88,16,4.5625
pretty good weekend with sammie and alex i needed that,1,positive,10,5.4,4,train,pretty good weekend with sammie and alex i needed that,pretty good weekend with sammie and alex i needed that,10,54,10,4.5
hellotaco this is sounding better amp better by the minute,1,positive,10,5.8,4,train,hellotaco this is sounding better amp better by the minute,hellotaco this is sounding better amp better by the minute,10,58,10,4.9
for the wings what am i witnessing,0,negative,7,4.857142857142857,0,train,for the wings what am i witnessing,for the wings what am i witnessing,7,34,7,4.0
all set for pm tee time with the guys proud that many here at the club are wearing pink for amy mickelson today,1,positive,23,4.826086956521739,4,train,all set for pm tee time with the guys proud that many here at the club are wearing pink for amy mickelson today,all set for pm tee time with the guys proud that many here at the club are wearing pink for amy mickelson today,23,111,23,3.869565217391304
roars amp attacks guards seeks u out makes funny noises amp answers questions j likes him i bet u will cant w see i love u mom,1,positive,27,4.666666666666667,4,train,roars amp attacks guards seeks u out makes funny noises amp answers questions j likes him i bet u will cant w see i love u mom,roars amp attacks guards seeks u out makes funny noises amp answers questions j likes him i bet u will cant w see i love u mom,27,126,27,3.7037037037037037
frandrescher how nice that you hung out with charles shaughnessy yesterday did it remind you about good times,1,positive,18,6.055555555555555,4,train,frandrescher how nice that you hung out with charles shaughnessy yesterday did it remind you about good times,frandrescher how nice that you hung out with charles shaughnessy yesterday did it remind you about good times,18,109,18,5.111111111111111
sbtourist hehe i was going to say yesterday that twitter should have used erlang instead of scala i will say it now instead,1,positive,23,5.3478260869565215,4,train,sbtourist hehe i was going to say yesterday that twitter should have used erlang instead of scala i will say it now instead,sbtourist hehe i was going to say yesterday that twitter should have used erlang instead of scala i will say it now instead,23,123,23,4.391304347826087
ok im forgetting the flims for a bit im gonna turn on the radio,1,positive,14,4.5,4,train,ok im forgetting the flims for a bit im gonna turn on the radio,ok im forgetting the flims for a bit im gonna turn on the radio,14,63,14,3.5714285714285716
kicks ass but im so tired early nite then hopefully ill catch up with everything every moro yawns,1,positive,18,5.388888888888889,4,train,kicks ass but im so tired early nite then hopefully ill catch up with everything every moro yawns,kicks ass but im so tired early nite then hopefully ill catch up with everything every moro yawns,18,97,18,4.444444444444445
puhhhhh its too hot in my office,0,negative,7,4.571428571428571,0,train,puhhhhh its too hot in my office,puhhhhh its too hot in my office,7,32,7,3.7142857142857144
padfootx yayayya college application done thats exciting im sure you will i think im gonna go to bed soon my throats sore,0,negative,22,5.5,0,train,padfootx yayayya college application done thats exciting im sure you will i think im gonna go to bed soon my throats sore,padfootx yayayya college application done thats exciting im sure you will i think im gonna go to bed soon my throats sore,22,121,22,4.545454545454546
haha im sooo bored friends are great arent they oh i broke my tv,0,negative,14,4.571428571428571,0,train,haha im sooo bored friends are great arent they oh i broke my tv,haha im sooo bored friends are great arent they oh i broke my tv,14,64,14,3.642857142857143
greglaswell loving pete and j shame i live in the uk,0,negative,11,4.727272727272728,0,train,greglaswell loving pete and j shame i live in the uk,greglaswell loving pete and j shame i live in the uk,11,52,11,3.8181818181818183
lawnfawn you will enjoy the last leno am here off to bed good night,1,positive,14,4.785714285714286,4,train,lawnfawn you will enjoy the last leno am here off to bed good night,lawnfawn you will enjoy the last leno am here off to bed good night,14,67,14,3.857142857142857
parachutesfail im sorry to hear you had terrifying dreams last night,0,negative,11,6.181818181818182,0,train,parachutesfail im sorry to hear you had terrifying dreams last night,parachutesfail im sorry to hear you had terrifying dreams last night,11,68,11,5.2727272727272725
i wish i had beautiful feet,0,negative,6,4.5,0,train,i wish i had beautiful feet,i wish i had beautiful feet,6,27,6,3.6666666666666665
micheal hei thanks fr following,1,positive,5,6.2,4,train,micheal hei thanks fr following,micheal hei thanks fr following,5,31,5,5.4
is missing everyone right now i cant believe its gonna be months until everyones back together,0,negative,16,5.875,0,train,is missing everyone right now i cant believe its gonna be months until everyones back together,is missing everyone right now i cant believe its gonna be months until everyones back together,16,94,16,4.9375
so many things to sigh about atleast the sun is shining,1,positive,11,5.0,4,train,so many things to sigh about atleast the sun is shining,so many things to sigh about atleast the sun is shining,11,55,11,4.090909090909091
missheathyrm well hello from a fellow insomniac bummer dude,0,negative,9,6.555555555555555,0,train,missheathyrm well hello from a fellow insomniac bummer dude,missheathyrm well hello from a fellow insomniac bummer dude,9,59,9,5.666666666666667
saachiex thanks for viewing i know right but its true haha,0,negative,11,5.2727272727272725,0,train,saachiex thanks for viewing i know right but its true haha,saachiex thanks for viewing i know right but its true haha,11,58,11,4.363636363636363
mollyblock ha awesome you are always the best new people finder i know,1,positive,13,5.384615384615385,4,train,mollyblock ha awesome you are always the best new people finder i know,mollyblock ha awesome you are always the best new people finder i know,13,70,13,4.461538461538462
virajspatel dont compare harry potter and twilight please hp is actually goodtwilight is one of those millsampboonish type things,1,positive,19,6.789473684210527,4,train,virajspatel dont compare harry potter and twilight please hp is actually goodtwilight is one of those millsampboonish type things,virajspatel dont compare harry potter and twilight please hp is actually goodtwilight is one of those millsampboonish type things,19,129,19,5.842105263157895
had a little nap and now vegging on the sofa hayleys asleep and i think were both a little under the weather not a fun friday night,0,negative,27,4.851851851851852,0,train,had a little nap and now vegging on the sofa hayleys asleep and i think were both a little under the weather not a fun friday night,had a little nap and now vegging on the sofa hayleys asleep and i think were both a little under the weather not a fun friday night,27,131,27,3.888888888888889
ideasuk we release places in octnov after ballot results email fundraiseforusdogstrustorguk for more info and thank you,1,positive,17,7.0,4,train,ideasuk we release places in octnov after ballot results email fundraiseforusdogstrustorguk for more info and thank you,ideasuk we release places in octnov after ballot results email fundraiseforusdogstrustorguk for more info and thank you,17,119,17,6.0588235294117645
mdizzle why is your iphone called mr collins oh and same shit is happening to me,0,negative,16,5.0,0,train,mdizzle why is your iphone called mr collins oh and same shit is happening to me,mdizzle why is your iphone called mr collins oh and same shit is happening to me,16,80,16,4.0625
ahhh i cut my finger,0,negative,5,4.0,0,train,ahhh i cut my finger,ahhh i cut my finger,5,20,5,3.2
hot damn dave annable from brothers amp sisters tweeted me woooow,1,positive,11,5.909090909090909,4,train,hot damn dave annable from brothers amp sisters tweeted me woooow,hot damn dave annable from brothers amp sisters tweeted me woooow,11,65,11,5.0
omg im the worst doggie mom in the world poor jackson has to be boarded he cried so much whole days breaks my heart,0,negative,24,4.791666666666667,0,train,omg im the worst doggie mom in the world poor jackson has to be boarded he cried so much whole days breaks my heart,omg im the worst doggie mom in the world poor jackson has to be boarded he cried so much whole days breaks my heart,24,115,24,3.8333333333333335
okay off to the east later,1,positive,6,4.333333333333333,4,train,okay off to the east later,okay off to the east later,6,26,6,3.5
ewwmy hands smell like glass windex from cleaning the mirrors at work,0,negative,12,5.75,0,train,ewwmy hands smell like glass windex from cleaning the mirrors at work,ewwmy hands smell like glass windex from cleaning the mirrors at work,12,69,12,4.833333333333333
lost my new ear phones what good is my ipod now,0,negative,11,4.2727272727272725,0,train,lost my new ear phones what good is my ipod now,lost my new ear phones what good is my ipod now,11,47,11,3.3636363636363638
in economics it sucks,0,negative,4,5.25,0,train,in economics it sucks,in economics it sucks,4,21,4,4.5
kerrisnead for real isnt it exciting,1,positive,6,6.0,4,train,kerrisnead for real isnt it exciting,kerrisnead for real isnt it exciting,6,36,6,5.166666666666667
principal sarwan singh mostly writes about his own life ohna di apni zindagi de kisse,1,positive,15,5.666666666666667,4,train,principal sarwan singh mostly writes about his own life ohna di apni zindagi de kisse,principal sarwan singh mostly writes about his own life ohna di apni zindagi de kisse,15,85,15,4.733333333333333
racheellloviin i missss you too bestfriend hmmm hes got me but just taking it slow i missss grr toooo,0,negative,19,5.315789473684211,0,train,racheellloviin i missss you too bestfriend hmmm hes got me but just taking it slow i missss grr toooo,racheellloviin i missss you too bestfriend hmmm hes got me but just taking it slow i missss grr toooo,19,101,19,4.368421052631579
manxstef nancetron i dont want to hear anymore about postcards,0,negative,10,6.2,0,train,manxstef nancetron i dont want to hear anymore about postcards,manxstef nancetron i dont want to hear anymore about postcards,10,62,10,5.3
mtvbuzzworthy the body of christopher creed read it youll know why,1,positive,11,6.0,4,train,mtvbuzzworthy the body of christopher creed read it youll know why,mtvbuzzworthy the body of christopher creed read it youll know why,11,66,11,5.090909090909091
not awakenot feeling good and def not amused with this day at all,0,negative,13,5.0,0,train,not awakenot feeling good and def not amused with this day at all,not awakenot feeling good and def not amused with this day at all,13,65,13,4.076923076923077
thecoolestmutha sounds like your having a bad day,0,negative,8,6.125,0,train,thecoolestmutha sounds like your having a bad day,thecoolestmutha sounds like your having a bad day,8,49,8,5.25
whos who valentino amp tzi,1,positive,5,5.2,4,train,whos who valentino amp tzi,whos who valentino amp tzi,5,26,5,4.4
rockies just won their th game out of their last the only loss was the game i was at on tuesday,0,negative,21,4.523809523809524,0,train,rockies just won their th game out of their last the only loss was the game i was at on tuesday,rockies just won their th game out of their last the only loss was the game i was at on tuesday,21,95,21,3.5714285714285716
anthonynacc i am happy you had such a great time,1,positive,10,4.8,4,train,anthonynacc i am happy you had such a great time,anthonynacc i am happy you had such a great time,10,48,10,3.9
i hate the section of this mall,0,negative,7,4.428571428571429,0,train,i hate the section of this mall,i hate the section of this mall,7,31,7,3.5714285714285716
clairewiedemann i tried to comment it but it didnt work lol are you going to fail further with me,0,negative,19,5.105263157894737,0,train,clairewiedemann i tried to comment it but it didnt work lol are you going to fail further with me,clairewiedemann i tried to comment it but it didnt work lol are you going to fail further with me,19,97,19,4.157894736842105
buffy i dont even know what that means,0,negative,8,4.75,0,train,buffy i dont even know what that means,buffy i dont even know what that means,8,38,8,3.875
triefy yeah you suck wtf i have no idea what youre talking about,1,positive,13,4.923076923076923,4,train,triefy yeah you suck wtf i have no idea what youre talking about,triefy yeah you suck wtf i have no idea what youre talking about,13,64,13,4.0
so im back guys ready and back to work,1,positive,9,4.222222222222222,4,train,so im back guys ready and back to work,so im back guys ready and back to work,9,38,9,3.3333333333333335
perrythebirman we cant come to pussycatis today because our human annepmitchell is on a train,0,negative,15,6.2,0,train,perrythebirman we cant come to pussycatis today because our human annepmitchell is on a train,perrythebirman we cant come to pussycatis today because our human annepmitchell is on a train,15,93,15,5.266666666666667
ginoandfran yay sound,1,positive,3,7.0,4,train,ginoandfran yay sound,ginoandfran yay sound,3,21,3,6.333333333333333
just heard la roux is doing glasto ill have to find out when to catch it on the beeb so amazing wish i could go in person,0,negative,27,4.481481481481482,0,train,just heard la roux is doing glasto ill have to find out when to catch it on the beeb so amazing wish i could go in person,just heard la roux is doing glasto ill have to find out when to catch it on the beeb so amazing wish i could go in person,27,121,27,3.5185185185185186
yay finished lord of the flies study questions now i think i will work on my japanese hw sigh,0,negative,19,4.894736842105263,0,train,yay finished lord of the flies study questions now i think i will work on my japanese hw sigh,yay finished lord of the flies study questions now i think i will work on my japanese hw sigh,19,93,19,3.9473684210526314
spending the day with my nephew has been great,1,positive,9,5.111111111111111,4,train,spending the day with my nephew has been great,spending the day with my nephew has been great,9,46,9,4.222222222222222
churbauer never ever been there srry many people seemto look like me success id call it d,0,negative,17,5.235294117647059,0,train,churbauer never ever been there srry many people seemto look like me success id call it d,churbauer never ever been there srry many people seemto look like me success id call it d,17,89,17,4.294117647058823
my dads not feeling well i want to make him soup suggestions guys get well soon ayah,0,negative,17,4.941176470588236,0,train,my dads not feeling well i want to make him soup suggestions guys get well soon ayah,my dads not feeling well i want to make him soup suggestions guys get well soon ayah,17,84,17,4.0
sat in garden playin with paddling pool not to old for that with friends kids,1,positive,15,5.133333333333334,4,train,sat in garden playin with paddling pool not to old for that with friends kids,sat in garden playin with paddling pool not to old for that with friends kids,15,77,15,4.2
working on the dayspring church website,1,positive,6,6.5,4,train,working on the dayspring church website,working on the dayspring church website,6,39,6,5.666666666666667
at school an hour left for the maths exam,0,negative,9,4.555555555555555,0,train,at school an hour left for the maths exam,at school an hour left for the maths exam,9,41,9,3.6666666666666665
supportmyoffice dont understand what you mean by that you have to login to your tracker theres no way arround it,1,positive,20,5.6,4,train,supportmyoffice dont understand what you mean by that you have to login to your tracker theres no way arround it,supportmyoffice dont understand what you mean by that you have to login to your tracker theres no way arround it,20,112,20,4.65
awreya i am going to write write write today after breakfast of course,1,positive,13,5.384615384615385,4,train,awreya i am going to write write write today after breakfast of course,awreya i am going to write write write today after breakfast of course,13,70,13,4.461538461538462
anniesteib is gone so im having a party at her house,1,positive,11,4.727272727272728,4,train,anniesteib is gone so im having a party at her house,anniesteib is gone so im having a party at her house,11,52,11,3.8181818181818183
i hate my job well i got to get ready to pick up peter bye shoprite,0,negative,16,4.1875,0,train,i hate my job well i got to get ready to pick up peter bye shoprite,i hate my job well i got to get ready to pick up peter bye shoprite,16,67,16,3.25
need some monnies too many awesome games coming out this year any rich friends out there wanna halp a brotha out,1,positive,21,5.333333333333333,4,train,need some monnies too many awesome games coming out this year any rich friends out there wanna halp a brotha out,need some monnies too many awesome games coming out this year any rich friends out there wanna halp a brotha out,21,112,21,4.380952380952381
so i think im going to be a pretty good driver go me,1,positive,13,4.0,4,train,so i think im going to be a pretty good driver go me,so i think im going to be a pretty good driver go me,13,52,13,3.076923076923077
our finnish twitter feed is now live at more languages to come soon mod ajd,1,positive,15,5.0,4,train,our finnish twitter feed is now live at more languages to come soon mod ajd,our finnish twitter feed is now live at more languages to come soon mod ajd,15,75,15,4.066666666666666
i have volunteered myself to design a card for my aunties th birthday yeyy,1,positive,14,5.285714285714286,4,train,i have volunteered myself to design a card for my aunties th birthday yeyy,i have volunteered myself to design a card for my aunties th birthday yeyy,14,74,14,4.357142857142857
rocketminx ok but im there if you want me,1,positive,9,4.555555555555555,4,train,rocketminx ok but im there if you want me,rocketminx ok but im there if you want me,9,41,9,3.6666666666666665
richdevans only if i dont wipe it off my disc its a stupid preinstalled system by lenovo no separate cds,0,negative,20,5.2,0,train,richdevans only if i dont wipe it off my disc its a stupid preinstalled system by lenovo no separate cds,richdevans only if i dont wipe it off my disc its a stupid preinstalled system by lenovo no separate cds,20,104,20,4.25
confused about art,0,negative,3,6.0,0,train,confused about art,confused about art,3,18,3,5.333333333333333
extremely confusedbored this beautiful night,0,negative,5,8.8,0,train,extremely confusedbored this beautiful night,extremely confusedbored this beautiful night,5,44,5,8.0
the box hd trailer however it features non of the music from the soundtrack win rgine amp owen has made for it,0,negative,22,5.0,0,train,the box hd trailer however it features non of the music from the soundtrack win rgine amp owen has made for it,the box hd trailer however it features non of the music from the soundtrack win rgine amp owen has made for it,22,110,22,4.045454545454546
with jayandjack recording im having a nice little night to myself complete with nail polishing amp catching up on quotgossip girlquot,1,positive,21,6.333333333333333,4,train,with jayandjack recording im having a nice little night to myself complete with nail polishing amp catching up on quotgossip girlquot,with jayandjack recording im having a nice little night to myself complete with nail polishing amp catching up on quotgossip girlquot,21,133,21,5.380952380952381
my mom now knows how how to text what is this world coming to,0,negative,14,4.357142857142857,0,train,my mom now knows how how to text what is this world coming to,my mom now knows how how to text what is this world coming to,14,61,14,3.4285714285714284
keshav you did the right thing i know that he cent sing,0,negative,12,4.583333333333333,0,train,keshav you did the right thing i know that he cent sing,keshav you did the right thing i know that he cent sing,12,55,12,3.6666666666666665
aleevz bby am fken bored upp my ass tooo watching tv txt mee,0,negative,13,4.615384615384615,0,train,aleevz bby am fken bored upp my ass tooo watching tv txt mee,aleevz bby am fken bored upp my ass tooo watching tv txt mee,13,60,13,3.6923076923076925
drinking cordial yes im bored,1,positive,5,5.8,4,train,drinking cordial yes im bored,drinking cordial yes im bored,5,29,5,5.0
happy mothers day to all you sweet ladies hope you get to soak in the miracle that our children are todaylove to you all,1,positive,24,5.0,4,train,happy mothers day to all you sweet ladies hope you get to soak in the miracle that our children are todaylove to you all,happy mothers day to all you sweet ladies hope you get to soak in the miracle that our children are todaylove to you all,24,120,24,4.041666666666667
is over with my friend and going home soon yeppers,1,positive,10,5.0,4,train,is over with my friend and going home soon yeppers,is over with my friend and going home soon yeppers,10,50,10,4.1
it is such a lovely day shame to have to go inside now but as they say quotonly mad dogs and englishmen go out in the midday sunquot,0,negative,28,4.714285714285714,0,train,it is such a lovely day shame to have to go inside now but as they say quotonly mad dogs and englishmen go out in the midday sunquot,it is such a lovely day shame to have to go inside now but as they say quotonly mad dogs and englishmen go out in the midday sunquot,28,132,28,3.75
i wish i didnt have to get up so early tomorrow,0,negative,11,4.2727272727272725,0,train,i wish i didnt have to get up so early tomorrow,i wish i didnt have to get up so early tomorrow,11,47,11,3.3636363636363638
freddurst id be satisfied with a lemon head i just wish we werent fighting right now,0,negative,16,5.25,0,train,freddurst id be satisfied with a lemon head i just wish we werent fighting right now,freddurst id be satisfied with a lemon head i just wish we werent fighting right now,16,84,16,4.3125
my mother bought a quotchloe bagquot i hate to say it but i reallly want it,0,negative,16,4.6875,0,train,my mother bought a quotchloe bagquot i hate to say it but i reallly want it,my mother bought a quotchloe bagquot i hate to say it but i reallly want it,16,75,16,3.75
doing some homework after being a kid at chuck e cheese with ambridgeman and her awesome son thanks annie for being my friend too,1,positive,24,5.375,4,train,doing some homework after being a kid at chuck e cheese with ambridgeman and her awesome son thanks annie for being my friend too,doing some homework after being a kid at chuck e cheese with ambridgeman and her awesome son thanks annie for being my friend too,24,129,24,4.416666666666667
so ive concluded that its true we both sleep in nap shifts watching tep sleep icytadpole sad panda,0,negative,18,5.444444444444445,0,train,so ive concluded that its true we both sleep in nap shifts watching tep sleep icytadpole sad panda,so ive concluded that its true we both sleep in nap shifts watching tep sleep icytadpole sad panda,18,98,18,4.5
ganangrizky hihihi hello there,1,positive,4,7.5,4,train,ganangrizky hihihi hello there,ganangrizky hihihi hello there,4,30,4,6.75
tommcfly dont worry looked it up for a long word thats quite sad,0,negative,13,4.923076923076923,0,train,tommcfly dont worry looked it up for a long word thats quite sad,tommcfly dont worry looked it up for a long word thats quite sad,13,64,13,4.0
happy mothers day to the mothers of the world,1,positive,9,5.0,4,train,happy mothers day to the mothers of the world,happy mothers day to the mothers of the world,9,45,9,4.111111111111111
eating stuff i shouldnt be eating like the best honey dijon chips ever invented so yummy,0,negative,16,5.5,0,train,eating stuff i shouldnt be eating like the best honey dijon chips ever invented so yummy,eating stuff i shouldnt be eating like the best honey dijon chips ever invented so yummy,16,88,16,4.5625
ashleyd its only bad if you cant talk and tweet at the same time i cant wish i could though,0,negative,20,4.55,0,train,ashleyd its only bad if you cant talk and tweet at the same time i cant wish i could though,ashleyd its only bad if you cant talk and tweet at the same time i cant wish i could though,20,91,20,3.6
my ash tray has nothing but pennies in it,0,negative,9,4.555555555555555,0,train,my ash tray has nothing but pennies in it,my ash tray has nothing but pennies in it,9,41,9,3.6666666666666665
just said goodbye to my hubby the next time i see him will be in an airport somewhere,0,negative,18,4.722222222222222,0,train,just said goodbye to my hubby the next time i see him will be in an airport somewhere,just said goodbye to my hubby the next time i see him will be in an airport somewhere,18,85,18,3.7777777777777777
kadenmcneil try thinking of something calm and peaceful such as relaxing on the beach,1,positive,14,6.071428571428571,4,train,kadenmcneil try thinking of something calm and peaceful such as relaxing on the beach,kadenmcneil try thinking of something calm and peaceful such as relaxing on the beach,14,85,14,5.142857142857143
lee evans not a film but im in need of some laughter,0,negative,12,4.333333333333333,0,train,lee evans not a film but im in need of some laughter,lee evans not a film but im in need of some laughter,12,52,12,3.4166666666666665
carolinejonas i miss you tooooo,0,negative,5,6.2,0,train,carolinejonas i miss you tooooo,carolinejonas i miss you tooooo,5,31,5,5.4
angelwinx backil io no io vuole icecream too,0,negative,8,5.5,0,train,angelwinx backil io no io vuole icecream too,angelwinx backil io no io vuole icecream too,8,44,8,4.625
lauraleeshaw thank youi think,1,positive,4,7.25,4,train,lauraleeshaw thank youi think,lauraleeshaw thank youi think,4,29,4,6.5
nkairplay thats exactly what it isjoe issues and then i also have danny and jon issues i am a mess,1,positive,20,4.9,4,train,nkairplay thats exactly what it isjoe issues and then i also have danny and jon issues i am a mess,nkairplay thats exactly what it isjoe issues and then i also have danny and jon issues i am a mess,20,98,20,3.95
ryanmiller i am a lakers fans so i am going with lakers,1,positive,12,4.583333333333333,4,train,ryanmiller i am a lakers fans so i am going with lakers,ryanmiller i am a lakers fans so i am going with lakers,12,55,12,3.6666666666666665
fallenfrommars lol yeah i agree its great to get lost in marsiscoming and secondstomars,1,positive,14,6.214285714285714,4,train,fallenfrommars lol yeah i agree its great to get lost in marsiscoming and secondstomars,fallenfrommars lol yeah i agree its great to get lost in marsiscoming and secondstomars,14,87,14,5.285714285714286
